Local time,Open,High,Low,Close,Volume
01.06.2022 22:50:00.000 GMT+0200,1.06525,1.06529,1.06523,1.06528,27.83
01.06.2022 22:51:00.000 GMT+0200,1.06524,1.06530,1.06524,1.06525,24.06
01.06.2022 22:52:00.000 GMT+0200,1.06525,1.06525,1.06523,1.06523,7.5
01.06.2022 22:53:00.000 GMT+0200,1.06523,1.06533,1.06520,1.06527,36.74
01.06.2022 22:54:00.000 GMT+0200,1.06527,1.06527,1.06524,1.06524,5.61
01.06.2022 22:55:00.000 GMT+0200,1.06523,1.06538,1.06519,1.06533,33.13
01.06.2022 22:56:00.000 GMT+0200,1.06535,1.06538,1.06533,1.06533,13.5
01.06.2022 22:57:00.000 GMT+0200,1.06530,1.06530,1.06509,1.06510,37.69
01.06.2022 22:58:00.000 GMT+0200,1.06510,1.06523,1.06508,1.06522,50.96
01.06.2022 22:59:00.000 GMT+0200,1.06521,1.06528,1.06459,1.06466,93.43
01.06.2022 23:00:00.000 GMT+0200,1.06467,1.06467,1.06445,1.06445,6.86
01.06.2022 23:01:00.000 GMT+0200,1.06445,1.06445,1.06445,1.06445,0
01.06.2022 23:02:00.000 GMT+0200,1.06445,1.06445,1.06445,1.06445,0
01.06.2022 23:03:00.000 GMT+0200,1.06445,1.06445,1.06445,1.06445,0
01.06.2022 23:04:00.000 GMT+0200,1.06444,1.06505,1.06444,1.06505,6.25
01.06.2022 23:05:00.000 GMT+0200,1.06505,1.06505,1.06505,1.06505,3
01.06.2022 23:06:00.000 GMT+0200,1.06505,1.06505,1.06505,1.06505,3
01.06.2022 23:07:00.000 GMT+0200,1.06505,1.06505,1.06495,1.06495,3
01.06.2022 23:08:00.000 GMT+0200,1.06495,1.06495,1.06495,1.06495,2
01.06.2022 23:09:00.000 GMT+0200,1.06495,1.06495,1.06495,1.06495,5
01.06.2022 23:10:00.000 GMT+0200,1.06495,1.06495,1.06495,1.06495,0
01.06.2022 23:11:00.000 GMT+0200,1.06495,1.06495,1.06495,1.06495,9
01.06.2022 23:12:00.000 GMT+0200,1.06495,1.06495,1.06495,1.06495,0
01.06.2022 23:13:00.000 GMT+0200,1.06495,1.06495,1.06495,1.06495,3
01.06.2022 23:14:00.000 GMT+0200,1.06495,1.06495,1.06495,1.06495,0
01.06.2022 23:15:00.000 GMT+0200,1.06495,1.06495,1.06495,1.06495,9
01.06.2022 23:16:00.000 GMT+0200,1.06495,1.06495,1.06495,1.06495,1
01.06.2022 23:17:00.000 GMT+0200,1.06495,1.06495,1.06495,1.06495,0
01.06.2022 23:18:00.000 GMT+0200,1.06495,1.06495,1.06495,1.06495,4
01.06.2022 23:19:00.000 GMT+0200,1.06495,1.06495,1.06495,1.06495,0
01.06.2022 23:20:00.000 GMT+0200,1.06497,1.06497,1.06497,1.06497,12.6
01.06.2022 23:21:00.000 GMT+0200,1.06501,1.06501,1.06499,1.06499,13.05
01.06.2022 23:22:00.000 GMT+0200,1.06500,1.06501,1.06500,1.06501,8.1
01.06.2022 23:23:00.000 GMT+0200,1.06501,1.06501,1.06501,1.06501,1.8
01.06.2022 23:24:00.000 GMT+0200,1.06499,1.06499,1.06499,1.06499,0.45
01.06.2022 23:25:00.000 GMT+0200,1.06501,1.06507,1.06501,1.06501,10.9
01.06.2022 23:26:00.000 GMT+0200,1.06503,1.06503,1.06501,1.06502,12.02
01.06.2022 23:27:00.000 GMT+0200,1.06502,1.06520,1.06501,1.06520,11.13
01.06.2022 23:28:00.000 GMT+0200,1.06520,1.06526,1.06520,1.06526,10.35
01.06.2022 23:29:00.000 GMT+0200,1.06526,1.06527,1.06523,1.06526,2.25
01.06.2022 23:30:00.000 GMT+0200,1.06527,1.06527,1.06525,1.06525,162.9
01.06.2022 23:31:00.000 GMT+0200,1.06527,1.06528,1.06525,1.06527,8.55
01.06.2022 23:32:00.000 GMT+0200,1.06525,1.06529,1.06525,1.06527,202.95
01.06.2022 23:33:00.000 GMT+0200,1.06529,1.06533,1.06527,1.06528,97.2
01.06.2022 23:34:00.000 GMT+0200,1.06529,1.06530,1.06524,1.06525,28.8
01.06.2022 23:35:00.000 GMT+0200,1.06526,1.06527,1.06525,1.06527,3.6
01.06.2022 23:36:00.000 GMT+0200,1.06526,1.06527,1.06526,1.06526,6.3
01.06.2022 23:37:00.000 GMT+0200,1.06526,1.06527,1.06526,1.06526,2.7
01.06.2022 23:38:00.000 GMT+0200,1.06526,1.06527,1.06520,1.06520,7.2
01.06.2022 23:39:00.000 GMT+0200,1.06519,1.06520,1.06516,1.06519,15.3
01.06.2022 23:40:00.000 GMT+0200,1.06519,1.06521,1.06518,1.06518,4.16
01.06.2022 23:41:00.000 GMT+0200,1.06520,1.06520,1.06518,1.06520,4.16
01.06.2022 23:42:00.000 GMT+0200,1.06520,1.06522,1.06518,1.06522,6.3
01.06.2022 23:43:00.000 GMT+0200,1.06522,1.06524,1.06522,1.06523,3.6
01.06.2022 23:44:00.000 GMT+0200,1.06522,1.06523,1.06522,1.06523,2.7
01.06.2022 23:45:00.000 GMT+0200,1.06521,1.06522,1.06520,1.06522,9.9
01.06.2022 23:46:00.000 GMT+0200,1.06522,1.06522,1.06522,1.06522,0.9
01.06.2022 23:47:00.000 GMT+0200,1.06522,1.06523,1.06522,1.06523,2.7
01.06.2022 23:48:00.000 GMT+0200,1.06523,1.06523,1.06522,1.06522,1.8
01.06.2022 23:49:00.000 GMT+0200,1.06522,1.06522,1.06522,1.06522,0.9
01.06.2022 23:50:00.000 GMT+0200,1.06523,1.06523,1.06523,1.06523,2.7
01.06.2022 23:51:00.000 GMT+0200,1.06523,1.06525,1.06523,1.06525,1.8
01.06.2022 23:52:00.000 GMT+0200,1.06521,1.06525,1.06521,1.06524,6.3
01.06.2022 23:53:00.000 GMT+0200,1.06524,1.06524,1.06524,1.06524,0
01.06.2022 23:54:00.000 GMT+0200,1.06521,1.06529,1.06521,1.06529,12.82
01.06.2022 23:55:00.000 GMT+0200,1.06527,1.06536,1.06523,1.06526,128.7
01.06.2022 23:56:00.000 GMT+0200,1.06525,1.06526,1.06515,1.06517,21.15
01.06.2022 23:57:00.000 GMT+0200,1.06515,1.06517,1.06515,1.06515,29.47
01.06.2022 23:58:00.000 GMT+0200,1.06515,1.06519,1.06514,1.06514,11.25
01.06.2022 23:59:00.000 GMT+0200,1.06514,1.06519,1.06514,1.06519,15.75
02.06.2022 00:00:00.000 GMT+0200,1.06518,1.06520,1.06510,1.06512,46.46
02.06.2022 00:01:00.000 GMT+0200,1.06513,1.06519,1.06513,1.06515,42.3
02.06.2022 00:02:00.000 GMT+0200,1.06516,1.06527,1.06516,1.06526,91.8
02.06.2022 00:03:00.000 GMT+0200,1.06529,1.06533,1.06529,1.06533,36.45
02.06.2022 00:04:00.000 GMT+0200,1.06531,1.06533,1.06531,1.06533,14.4
02.06.2022 00:05:00.000 GMT+0200,1.06532,1.06535,1.06530,1.06531,48.6
02.06.2022 00:06:00.000 GMT+0200,1.06530,1.06531,1.06525,1.06525,36
02.06.2022 00:07:00.000 GMT+0200,1.06526,1.06526,1.06522,1.06522,19.8
02.06.2022 00:08:00.000 GMT+0200,1.06523,1.06527,1.06521,1.06522,52.2
02.06.2022 00:09:00.000 GMT+0200,1.06521,1.06524,1.06521,1.06524,35.1
02.06.2022 00:10:00.000 GMT+0200,1.06522,1.06527,1.06520,1.06523,89.1
02.06.2022 00:11:00.000 GMT+0200,1.06523,1.06523,1.06520,1.06523,49.5
02.06.2022 00:12:00.000 GMT+0200,1.06525,1.06526,1.06518,1.06518,53.1
02.06.2022 00:13:00.000 GMT+0200,1.06519,1.06523,1.06519,1.06521,45.9
02.06.2022 00:14:00.000 GMT+0200,1.06523,1.06523,1.06520,1.06523,22.5
02.06.2022 00:15:00.000 GMT+0200,1.06524,1.06524,1.06519,1.06519,96.3
02.06.2022 00:16:00.000 GMT+0200,1.06518,1.06521,1.06516,1.06519,29.7
02.06.2022 00:17:00.000 GMT+0200,1.06518,1.06518,1.06515,1.06516,15.52
02.06.2022 00:18:00.000 GMT+0200,1.06517,1.06523,1.06517,1.06523,9.22
02.06.2022 00:19:00.000 GMT+0200,1.06529,1.06529,1.06526,1.06526,48.6
02.06.2022 00:20:00.000 GMT+0200,1.06526,1.06526,1.06523,1.06524,18
02.06.2022 00:21:00.000 GMT+0200,1.06528,1.06529,1.06526,1.06527,18
02.06.2022 00:22:00.000 GMT+0200,1.06524,1.06524,1.06522,1.06522,27
02.06.2022 00:23:00.000 GMT+0200,1.06521,1.06523,1.06521,1.06523,22.5
02.06.2022 00:24:00.000 GMT+0200,1.06524,1.06527,1.06524,1.06526,64.8
02.06.2022 00:25:00.000 GMT+0200,1.06525,1.06533,1.06524,1.06533,73.35
02.06.2022 00:26:00.000 GMT+0200,1.06533,1.06533,1.06530,1.06532,24.75
02.06.2022 00:27:00.000 GMT+0200,1.06530,1.06531,1.06529,1.06530,25.2
02.06.2022 00:28:00.000 GMT+0200,1.06530,1.06533,1.06530,1.06533,27.9
02.06.2022 00:29:00.000 GMT+0200,1.06532,1.06532,1.06530,1.06530,18
02.06.2022 00:30:00.000 GMT+0200,1.06530,1.06537,1.06528,1.06535,44.55
02.06.2022 00:31:00.000 GMT+0200,1.06537,1.06539,1.06535,1.06537,71.09
02.06.2022 00:32:00.000 GMT+0200,1.06537,1.06539,1.06536,1.06537,32.85
02.06.2022 00:33:00.000 GMT+0200,1.06536,1.06538,1.06535,1.06537,34.2
02.06.2022 00:34:00.000 GMT+0200,1.06535,1.06537,1.06531,1.06532,148.72
02.06.2022 00:35:00.000 GMT+0200,1.06531,1.06540,1.06531,1.06540,87.73
02.06.2022 00:36:00.000 GMT+0200,1.06539,1.06539,1.06529,1.06531,43.98
02.06.2022 00:37:00.000 GMT+0200,1.06530,1.06531,1.06507,1.06507,124.94
02.06.2022 00:38:00.000 GMT+0200,1.06511,1.06512,1.06502,1.06502,134.88
02.06.2022 00:39:00.000 GMT+0200,1.06501,1.06507,1.06489,1.06489,127.78
02.06.2022 00:40:00.000 GMT+0200,1.06493,1.06498,1.06483,1.06484,168.3
02.06.2022 00:41:00.000 GMT+0200,1.06483,1.06492,1.06483,1.06485,67.5
02.06.2022 00:42:00.000 GMT+0200,1.06484,1.06495,1.06480,1.06494,74.02
02.06.2022 00:43:00.000 GMT+0200,1.06501,1.06504,1.06499,1.06501,36
02.06.2022 00:44:00.000 GMT+0200,1.06501,1.06502,1.06494,1.06494,74.7
02.06.2022 00:45:00.000 GMT+0200,1.06492,1.06500,1.06492,1.06499,138.82
02.06.2022 00:46:00.000 GMT+0200,1.06498,1.06505,1.06498,1.06503,29.7
02.06.2022 00:47:00.000 GMT+0200,1.06504,1.06504,1.06502,1.06502,23.4
02.06.2022 00:48:00.000 GMT+0200,1.06503,1.06510,1.06503,1.06510,21.6
02.06.2022 00:49:00.000 GMT+0200,1.06515,1.06521,1.06514,1.06521,19.12
02.06.2022 00:50:00.000 GMT+0200,1.06520,1.06530,1.06520,1.06528,40.94
02.06.2022 00:51:00.000 GMT+0200,1.06528,1.06530,1.06525,1.06525,39.6
02.06.2022 00:52:00.000 GMT+0200,1.06526,1.06526,1.06525,1.06526,3.6
02.06.2022 00:53:00.000 GMT+0200,1.06526,1.06527,1.06525,1.06527,5.85
02.06.2022 00:54:00.000 GMT+0200,1.06526,1.06526,1.06525,1.06525,5.4
02.06.2022 00:55:00.000 GMT+0200,1.06525,1.06525,1.06522,1.06522,10.01
02.06.2022 00:56:00.000 GMT+0200,1.06521,1.06521,1.06520,1.06520,9
02.06.2022 00:57:00.000 GMT+0200,1.06520,1.06520,1.06520,1.06520,16.2
02.06.2022 00:58:00.000 GMT+0200,1.06521,1.06521,1.06520,1.06520,5.85
02.06.2022 00:59:00.000 GMT+0200,1.06521,1.06521,1.06520,1.06520,9.9
02.06.2022 01:00:00.000 GMT+0200,1.06518,1.06523,1.06517,1.06522,48.8
02.06.2022 01:01:00.000 GMT+0200,1.06523,1.06523,1.06522,1.06523,46.8
02.06.2022 01:02:00.000 GMT+0200,1.06523,1.06523,1.06523,1.06523,0.9
02.06.2022 01:03:00.000 GMT+0200,1.06524,1.06525,1.06524,1.06524,18.9
02.06.2022 01:04:00.000 GMT+0200,1.06524,1.06524,1.06523,1.06523,12.6
02.06.2022 01:05:00.000 GMT+0200,1.06523,1.06523,1.06523,1.06523,17.1
02.06.2022 01:06:00.000 GMT+0200,1.06524,1.06524,1.06521,1.06521,11.7
02.06.2022 01:07:00.000 GMT+0200,1.06521,1.06527,1.06521,1.06526,36.9
02.06.2022 01:08:00.000 GMT+0200,1.06526,1.06526,1.06525,1.06525,18
02.06.2022 01:09:00.000 GMT+0200,1.06525,1.06525,1.06525,1.06525,33.3
02.06.2022 01:10:00.000 GMT+0200,1.06522,1.06522,1.06521,1.06522,43.2
02.06.2022 01:11:00.000 GMT+0200,1.06521,1.06526,1.06521,1.06524,40.5
02.06.2022 01:12:00.000 GMT+0200,1.06523,1.06525,1.06523,1.06524,6.3
02.06.2022 01:13:00.000 GMT+0200,1.06526,1.06528,1.06524,1.06528,40.72
02.06.2022 01:14:00.000 GMT+0200,1.06527,1.06529,1.06526,1.06527,42.36
02.06.2022 01:15:00.000 GMT+0200,1.06527,1.06527,1.06520,1.06520,35.32
02.06.2022 01:16:00.000 GMT+0200,1.06519,1.06520,1.06508,1.06513,93.71
02.06.2022 01:17:00.000 GMT+0200,1.06513,1.06523,1.06513,1.06522,92.36
02.06.2022 01:18:00.000 GMT+0200,1.06521,1.06524,1.06519,1.06521,41.85
02.06.2022 01:19:00.000 GMT+0200,1.06521,1.06522,1.06520,1.06521,27.9
02.06.2022 01:20:00.000 GMT+0200,1.06521,1.06523,1.06518,1.06522,62.21
02.06.2022 01:21:00.000 GMT+0200,1.06521,1.06524,1.06512,1.06517,90
02.06.2022 01:22:00.000 GMT+0200,1.06517,1.06529,1.06517,1.06529,76.05
02.06.2022 01:23:00.000 GMT+0200,1.06530,1.06534,1.06527,1.06531,114.18
02.06.2022 01:24:00.000 GMT+0200,1.06530,1.06530,1.06526,1.06527,89.77
02.06.2022 01:25:00.000 GMT+0200,1.06527,1.06530,1.06527,1.06529,40.05
02.06.2022 01:26:00.000 GMT+0200,1.06530,1.06533,1.06530,1.06531,50.06
02.06.2022 01:27:00.000 GMT+0200,1.06530,1.06533,1.06529,1.06532,47.7
02.06.2022 01:28:00.000 GMT+0200,1.06535,1.06536,1.06534,1.06535,22.5
02.06.2022 01:29:00.000 GMT+0200,1.06534,1.06541,1.06534,1.06540,52.65
02.06.2022 01:30:00.000 GMT+0200,1.06540,1.06541,1.06538,1.06539,55.26
02.06.2022 01:31:00.000 GMT+0200,1.06539,1.06539,1.06534,1.06534,32.02
02.06.2022 01:32:00.000 GMT+0200,1.06535,1.06535,1.06533,1.06535,43.04
02.06.2022 01:33:00.000 GMT+0200,1.06536,1.06536,1.06527,1.06529,51.68
02.06.2022 01:34:00.000 GMT+0200,1.06529,1.06536,1.06529,1.06530,44.41
02.06.2022 01:35:00.000 GMT+0200,1.06533,1.06533,1.06527,1.06529,49
02.06.2022 01:36:00.000 GMT+0200,1.06529,1.06531,1.06529,1.06531,20.79
02.06.2022 01:37:00.000 GMT+0200,1.06530,1.06532,1.06530,1.06532,17.1
02.06.2022 01:38:00.000 GMT+0200,1.06532,1.06532,1.06527,1.06530,31.72
02.06.2022 01:39:00.000 GMT+0200,1.06532,1.06535,1.06531,1.06531,11.14
02.06.2022 01:40:00.000 GMT+0200,1.06532,1.06532,1.06522,1.06522,22.88
02.06.2022 01:41:00.000 GMT+0200,1.06521,1.06524,1.06521,1.06522,32.44
02.06.2022 01:42:00.000 GMT+0200,1.06520,1.06521,1.06516,1.06518,68.81
02.06.2022 01:43:00.000 GMT+0200,1.06520,1.06523,1.06517,1.06522,43.97
02.06.2022 01:44:00.000 GMT+0200,1.06520,1.06522,1.06518,1.06522,38.63
02.06.2022 01:45:00.000 GMT+0200,1.06523,1.06527,1.06522,1.06522,45.05
02.06.2022 01:46:00.000 GMT+0200,1.06520,1.06521,1.06509,1.06515,81.24
02.06.2022 01:47:00.000 GMT+0200,1.06515,1.06522,1.06515,1.06516,39.37
02.06.2022 01:48:00.000 GMT+0200,1.06517,1.06518,1.06516,1.06516,5.82
02.06.2022 01:49:00.000 GMT+0200,1.06517,1.06528,1.06517,1.06528,28.17
02.06.2022 01:50:00.000 GMT+0200,1.06526,1.06532,1.06525,1.06532,46.5
02.06.2022 01:51:00.000 GMT+0200,1.06536,1.06536,1.06522,1.06525,143.77
02.06.2022 01:52:00.000 GMT+0200,1.06524,1.06526,1.06524,1.06526,44.97
02.06.2022 01:53:00.000 GMT+0200,1.06529,1.06529,1.06522,1.06529,15.13
02.06.2022 01:54:00.000 GMT+0200,1.06531,1.06531,1.06529,1.06529,20.97
02.06.2022 01:55:00.000 GMT+0200,1.06529,1.06529,1.06520,1.06520,65.07
02.06.2022 01:56:00.000 GMT+0200,1.06520,1.06521,1.06513,1.06513,70.11
02.06.2022 01:57:00.000 GMT+0200,1.06511,1.06519,1.06510,1.06512,56.74
02.06.2022 01:58:00.000 GMT+0200,1.06509,1.06512,1.06500,1.06504,77.88
02.06.2022 01:59:00.000 GMT+0200,1.06509,1.06516,1.06503,1.06509,62.53
02.06.2022 02:00:00.000 GMT+0200,1.06509,1.06509,1.06488,1.06493,201.55
02.06.2022 02:01:00.000 GMT+0200,1.06492,1.06492,1.06461,1.06463,190.59
02.06.2022 02:02:00.000 GMT+0200,1.06462,1.06483,1.06456,1.06472,350.28
02.06.2022 02:03:00.000 GMT+0200,1.06472,1.06492,1.06468,1.06469,159.28
02.06.2022 02:04:00.000 GMT+0200,1.06471,1.06487,1.06460,1.06462,293.07
02.06.2022 02:05:00.000 GMT+0200,1.06462,1.06479,1.06459,1.06472,177.17
02.06.2022 02:06:00.000 GMT+0200,1.06473,1.06481,1.06466,1.06466,159.33
02.06.2022 02:07:00.000 GMT+0200,1.06465,1.06471,1.06464,1.06466,137.2
02.06.2022 02:08:00.000 GMT+0200,1.06466,1.06482,1.06463,1.06475,130.36
02.06.2022 02:09:00.000 GMT+0200,1.06474,1.06498,1.06474,1.06493,114.82
02.06.2022 02:10:00.000 GMT+0200,1.06492,1.06495,1.06489,1.06493,120.26
02.06.2022 02:11:00.000 GMT+0200,1.06492,1.06494,1.06485,1.06487,65.87
02.06.2022 02:12:00.000 GMT+0200,1.06487,1.06495,1.06484,1.06491,181.68
02.06.2022 02:13:00.000 GMT+0200,1.06491,1.06500,1.06490,1.06496,62.1
02.06.2022 02:14:00.000 GMT+0200,1.06496,1.06500,1.06489,1.06489,42.18
02.06.2022 02:15:00.000 GMT+0200,1.06487,1.06522,1.06485,1.06518,264.43
02.06.2022 02:16:00.000 GMT+0200,1.06514,1.06526,1.06512,1.06526,298.9
02.06.2022 02:17:00.000 GMT+0200,1.06525,1.06534,1.06518,1.06534,184.01
02.06.2022 02:18:00.000 GMT+0200,1.06534,1.06543,1.06523,1.06536,274.01
02.06.2022 02:19:00.000 GMT+0200,1.06537,1.06542,1.06536,1.06541,169.61
02.06.2022 02:20:00.000 GMT+0200,1.06544,1.06561,1.06544,1.06554,301.92
02.06.2022 02:21:00.000 GMT+0200,1.06556,1.06565,1.06554,1.06563,127.84
02.06.2022 02:22:00.000 GMT+0200,1.06565,1.06565,1.06552,1.06553,232.03
02.06.2022 02:23:00.000 GMT+0200,1.06553,1.06567,1.06553,1.06566,88.74
02.06.2022 02:24:00.000 GMT+0200,1.06563,1.06571,1.06553,1.06570,133.38
02.06.2022 02:25:00.000 GMT+0200,1.06569,1.06577,1.06569,1.06574,145.42
02.06.2022 02:26:00.000 GMT+0200,1.06575,1.06587,1.06571,1.06571,205.88
02.06.2022 02:27:00.000 GMT+0200,1.06572,1.06576,1.06564,1.06565,112.34
02.06.2022 02:28:00.000 GMT+0200,1.06564,1.06571,1.06556,1.06571,117.1
02.06.2022 02:29:00.000 GMT+0200,1.06571,1.06582,1.06568,1.06579,169.46
02.06.2022 02:30:00.000 GMT+0200,1.06581,1.06581,1.06558,1.06570,174.8
02.06.2022 02:31:00.000 GMT+0200,1.06571,1.06582,1.06569,1.06580,101.57
02.06.2022 02:32:00.000 GMT+0200,1.06579,1.06588,1.06575,1.06586,129.16
02.06.2022 02:33:00.000 GMT+0200,1.06587,1.06587,1.06577,1.06581,30.64
02.06.2022 02:34:00.000 GMT+0200,1.06579,1.06579,1.06566,1.06574,141.61
02.06.2022 02:35:00.000 GMT+0200,1.06576,1.06576,1.06566,1.06567,68.21
02.06.2022 02:36:00.000 GMT+0200,1.06566,1.06574,1.06566,1.06572,27
02.06.2022 02:37:00.000 GMT+0200,1.06574,1.06583,1.06573,1.06583,22.5
02.06.2022 02:38:00.000 GMT+0200,1.06580,1.06586,1.06580,1.06581,29.79
02.06.2022 02:39:00.000 GMT+0200,1.06582,1.06593,1.06582,1.06587,37.91
02.06.2022 02:40:00.000 GMT+0200,1.06588,1.06591,1.06587,1.06587,20.79
02.06.2022 02:41:00.000 GMT+0200,1.06587,1.06590,1.06582,1.06590,21.94
02.06.2022 02:42:00.000 GMT+0200,1.06591,1.06593,1.06582,1.06582,30.75
02.06.2022 02:43:00.000 GMT+0200,1.06584,1.06587,1.06573,1.06579,151.31
02.06.2022 02:44:00.000 GMT+0200,1.06578,1.06591,1.06576,1.06590,50.17
02.06.2022 02:45:00.000 GMT+0200,1.06594,1.06595,1.06587,1.06587,35.32
02.06.2022 02:46:00.000 GMT+0200,1.06586,1.06595,1.06586,1.06595,34.2
02.06.2022 02:47:00.000 GMT+0200,1.06594,1.06595,1.06563,1.06570,58.74
02.06.2022 02:48:00.000 GMT+0200,1.06570,1.06591,1.06570,1.06591,36.57
02.06.2022 02:49:00.000 GMT+0200,1.06592,1.06595,1.06588,1.06589,62.01
02.06.2022 02:50:00.000 GMT+0200,1.06591,1.06593,1.06577,1.06579,71.42
02.06.2022 02:51:00.000 GMT+0200,1.06581,1.06582,1.06571,1.06580,33.69
02.06.2022 02:52:00.000 GMT+0200,1.06580,1.06585,1.06574,1.06580,79.02
02.06.2022 02:53:00.000 GMT+0200,1.06575,1.06575,1.06561,1.06562,58.2
02.06.2022 02:54:00.000 GMT+0200,1.06561,1.06563,1.06548,1.06548,123.37
02.06.2022 02:55:00.000 GMT+0200,1.06548,1.06551,1.06537,1.06541,78.63
02.06.2022 02:56:00.000 GMT+0200,1.06541,1.06555,1.06538,1.06553,70.08
02.06.2022 02:57:00.000 GMT+0200,1.06552,1.06564,1.06552,1.06562,41.98
02.06.2022 02:58:00.000 GMT+0200,1.06563,1.06573,1.06562,1.06573,37.06
02.06.2022 02:59:00.000 GMT+0200,1.06572,1.06578,1.06564,1.06564,34.32
02.06.2022 03:00:00.000 GMT+0200,1.06564,1.06576,1.06561,1.06566,122.39
02.06.2022 03:01:00.000 GMT+0200,1.06565,1.06566,1.06553,1.06557,65.69
02.06.2022 03:02:00.000 GMT+0200,1.06558,1.06558,1.06551,1.06555,117.27
02.06.2022 03:03:00.000 GMT+0200,1.06556,1.06556,1.06546,1.06547,121.7
02.06.2022 03:04:00.000 GMT+0200,1.06549,1.06554,1.06546,1.06554,25.53
02.06.2022 03:05:00.000 GMT+0200,1.06553,1.06553,1.06540,1.06550,77.81
02.06.2022 03:06:00.000 GMT+0200,1.06550,1.06550,1.06536,1.06539,96.16
02.06.2022 03:07:00.000 GMT+0200,1.06538,1.06538,1.06517,1.06525,104.57
02.06.2022 03:08:00.000 GMT+0200,1.06524,1.06545,1.06524,1.06545,71.22
02.06.2022 03:09:00.000 GMT+0200,1.06545,1.06556,1.06543,1.06556,47.7
02.06.2022 03:10:00.000 GMT+0200,1.06554,1.06554,1.06546,1.06550,47
02.06.2022 03:11:00.000 GMT+0200,1.06550,1.06551,1.06522,1.06533,120.72
02.06.2022 03:12:00.000 GMT+0200,1.06533,1.06537,1.06521,1.06521,223.62
02.06.2022 03:13:00.000 GMT+0200,1.06526,1.06530,1.06519,1.06530,41.39
02.06.2022 03:14:00.000 GMT+0200,1.06531,1.06531,1.06524,1.06526,51.06
02.06.2022 03:15:00.000 GMT+0200,1.06527,1.06534,1.06506,1.06506,99.17
02.06.2022 03:16:00.000 GMT+0200,1.06505,1.06516,1.06501,1.06501,102.52
02.06.2022 03:17:00.000 GMT+0200,1.06501,1.06502,1.06482,1.06490,120.72
02.06.2022 03:18:00.000 GMT+0200,1.06487,1.06487,1.06463,1.06467,76.98
02.06.2022 03:19:00.000 GMT+0200,1.06466,1.06487,1.06466,1.06486,68.31
02.06.2022 03:20:00.000 GMT+0200,1.06488,1.06509,1.06488,1.06507,127.26
02.06.2022 03:21:00.000 GMT+0200,1.06509,1.06527,1.06508,1.06523,101.5
02.06.2022 03:22:00.000 GMT+0200,1.06524,1.06539,1.06521,1.06539,164.74
02.06.2022 03:23:00.000 GMT+0200,1.06539,1.06539,1.06510,1.06510,105.64
02.06.2022 03:24:00.000 GMT+0200,1.06511,1.06516,1.06491,1.06495,86.52
02.06.2022 03:25:00.000 GMT+0200,1.06497,1.06499,1.06485,1.06493,146.94
02.06.2022 03:26:00.000 GMT+0200,1.06492,1.06509,1.06492,1.06503,68.54
02.06.2022 03:27:00.000 GMT+0200,1.06501,1.06513,1.06499,1.06511,67.93
02.06.2022 03:28:00.000 GMT+0200,1.06514,1.06521,1.06505,1.06505,124.16
02.06.2022 03:29:00.000 GMT+0200,1.06506,1.06512,1.06504,1.06510,68.84
02.06.2022 03:30:00.000 GMT+0200,1.06511,1.06520,1.06508,1.06511,363.87
02.06.2022 03:31:00.000 GMT+0200,1.06510,1.06534,1.06510,1.06530,137.17
02.06.2022 03:32:00.000 GMT+0200,1.06529,1.06529,1.06500,1.06520,267.61
02.06.2022 03:33:00.000 GMT+0200,1.06520,1.06537,1.06519,1.06522,92.29
02.06.2022 03:34:00.000 GMT+0200,1.06525,1.06541,1.06523,1.06541,93.8
02.06.2022 03:35:00.000 GMT+0200,1.06541,1.06541,1.06530,1.06535,69.64
02.06.2022 03:36:00.000 GMT+0200,1.06534,1.06537,1.06530,1.06531,79.89
02.06.2022 03:37:00.000 GMT+0200,1.06526,1.06526,1.06512,1.06521,69.5
02.06.2022 03:38:00.000 GMT+0200,1.06522,1.06522,1.06513,1.06520,41.44
02.06.2022 03:39:00.000 GMT+0200,1.06519,1.06555,1.06519,1.06553,99.29
02.06.2022 03:40:00.000 GMT+0200,1.06553,1.06553,1.06541,1.06550,120.15
02.06.2022 03:41:00.000 GMT+0200,1.06547,1.06549,1.06535,1.06545,123.08
02.06.2022 03:42:00.000 GMT+0200,1.06543,1.06543,1.06533,1.06535,73.66
02.06.2022 03:43:00.000 GMT+0200,1.06535,1.06537,1.06529,1.06529,89.75
02.06.2022 03:44:00.000 GMT+0200,1.06524,1.06524,1.06515,1.06523,96.54
02.06.2022 03:45:00.000 GMT+0200,1.06523,1.06529,1.06518,1.06528,115.19
02.06.2022 03:46:00.000 GMT+0200,1.06528,1.06533,1.06522,1.06528,73.74
02.06.2022 03:47:00.000 GMT+0200,1.06528,1.06533,1.06522,1.06523,92.25
02.06.2022 03:48:00.000 GMT+0200,1.06525,1.06532,1.06523,1.06523,175.98
02.06.2022 03:49:00.000 GMT+0200,1.06523,1.06526,1.06518,1.06520,64.87
02.06.2022 03:50:00.000 GMT+0200,1.06519,1.06524,1.06519,1.06524,54.4
02.06.2022 03:51:00.000 GMT+0200,1.06523,1.06535,1.06523,1.06533,155.15
02.06.2022 03:52:00.000 GMT+0200,1.06534,1.06539,1.06532,1.06534,27.75
02.06.2022 03:53:00.000 GMT+0200,1.06533,1.06539,1.06529,1.06538,39.91
02.06.2022 03:54:00.000 GMT+0200,1.06543,1.06552,1.06543,1.06549,81.44
