Local time,Open,High,Low,Close,Volume
31.05.2022 05:27:00.000 GMT+0200,1.07457,1.07463,1.07453,1.07455,68.4
31.05.2022 05:28:00.000 GMT+0200,1.07457,1.07460,1.07455,1.07456,60.48
31.05.2022 05:29:00.000 GMT+0200,1.07456,1.07459,1.07454,1.07454,74.6
31.05.2022 05:30:00.000 GMT+0200,1.07457,1.07465,1.07453,1.07462,99.21
31.05.2022 05:31:00.000 GMT+0200,1.07463,1.07465,1.07443,1.07447,102.68
31.05.2022 05:32:00.000 GMT+0200,1.07450,1.07454,1.07443,1.07453,66
31.05.2022 05:33:00.000 GMT+0200,1.07453,1.07460,1.07451,1.07458,42.69
31.05.2022 05:34:00.000 GMT+0200,1.07459,1.07459,1.07455,1.07456,23.71
31.05.2022 05:35:00.000 GMT+0200,1.07455,1.07468,1.07455,1.07467,52.85
31.05.2022 05:36:00.000 GMT+0200,1.07468,1.07477,1.07468,1.07474,17.19
31.05.2022 05:37:00.000 GMT+0200,1.07474,1.07474,1.07459,1.07459,53.3
31.05.2022 05:38:00.000 GMT+0200,1.07460,1.07466,1.07454,1.07466,79.26
31.05.2022 05:39:00.000 GMT+0200,1.07466,1.07472,1.07462,1.07472,50.69
31.05.2022 05:40:00.000 GMT+0200,1.07472,1.07473,1.07462,1.07465,47.9
31.05.2022 05:41:00.000 GMT+0200,1.07464,1.07474,1.07464,1.07471,63.76
31.05.2022 05:42:00.000 GMT+0200,1.07473,1.07478,1.07472,1.07478,67.07
31.05.2022 05:43:00.000 GMT+0200,1.07479,1.07498,1.07479,1.07498,46.11
31.05.2022 05:44:00.000 GMT+0200,1.07499,1.07502,1.07478,1.07485,94.68
31.05.2022 05:45:00.000 GMT+0200,1.07489,1.07492,1.07471,1.07474,172.79
31.05.2022 05:46:00.000 GMT+0200,1.07473,1.07490,1.07473,1.07483,113.76
31.05.2022 05:47:00.000 GMT+0200,1.07484,1.07490,1.07478,1.07478,93.46
31.05.2022 05:48:00.000 GMT+0200,1.07476,1.07476,1.07463,1.07473,104.53
31.05.2022 05:49:00.000 GMT+0200,1.07474,1.07482,1.07474,1.07474,53.49
31.05.2022 05:50:00.000 GMT+0200,1.07474,1.07479,1.07473,1.07479,20.88
31.05.2022 05:51:00.000 GMT+0200,1.07478,1.07490,1.07478,1.07490,49.18
31.05.2022 05:52:00.000 GMT+0200,1.07489,1.07489,1.07481,1.07488,41.68
31.05.2022 05:53:00.000 GMT+0200,1.07487,1.07493,1.07484,1.07484,36.49
31.05.2022 05:54:00.000 GMT+0200,1.07483,1.07494,1.07483,1.07486,83.76
31.05.2022 05:55:00.000 GMT+0200,1.07487,1.07494,1.07484,1.07488,37.28
31.05.2022 05:56:00.000 GMT+0200,1.07489,1.07503,1.07487,1.07503,65.99
31.05.2022 05:57:00.000 GMT+0200,1.07501,1.07508,1.07500,1.07508,94.05
31.05.2022 05:58:00.000 GMT+0200,1.07510,1.07524,1.07510,1.07523,68.43
31.05.2022 05:59:00.000 GMT+0200,1.07525,1.07525,1.07510,1.07511,57.89
31.05.2022 06:00:00.000 GMT+0200,1.07511,1.07515,1.07500,1.07515,72.21
31.05.2022 06:01:00.000 GMT+0200,1.07516,1.07525,1.07516,1.07525,54.78
31.05.2022 06:02:00.000 GMT+0200,1.07525,1.07526,1.07515,1.07517,36.7
31.05.2022 06:03:00.000 GMT+0200,1.07517,1.07517,1.07503,1.07505,65
31.05.2022 06:04:00.000 GMT+0200,1.07505,1.07510,1.07503,1.07503,47.34
31.05.2022 06:05:00.000 GMT+0200,1.07501,1.07506,1.07500,1.07506,33.03
31.05.2022 06:06:00.000 GMT+0200,1.07505,1.07509,1.07500,1.07503,79.82
31.05.2022 06:07:00.000 GMT+0200,1.07502,1.07506,1.07496,1.07497,161.48
31.05.2022 06:08:00.000 GMT+0200,1.07498,1.07503,1.07494,1.07497,131.77
31.05.2022 06:09:00.000 GMT+0200,1.07495,1.07505,1.07492,1.07504,186.42
31.05.2022 06:10:00.000 GMT+0200,1.07505,1.07505,1.07498,1.07499,74.58
31.05.2022 06:11:00.000 GMT+0200,1.07498,1.07499,1.07483,1.07484,124.1
31.05.2022 06:12:00.000 GMT+0200,1.07483,1.07487,1.07477,1.07486,59.66
31.05.2022 06:13:00.000 GMT+0200,1.07486,1.07492,1.07483,1.07492,31.59
31.05.2022 06:14:00.000 GMT+0200,1.07495,1.07497,1.07485,1.07487,67.5
31.05.2022 06:15:00.000 GMT+0200,1.07489,1.07492,1.07481,1.07491,36.42
31.05.2022 06:16:00.000 GMT+0200,1.07492,1.07494,1.07487,1.07492,63.12
31.05.2022 06:17:00.000 GMT+0200,1.07493,1.07493,1.07491,1.07492,11.79
31.05.2022 06:18:00.000 GMT+0200,1.07493,1.07494,1.07489,1.07492,27.74
31.05.2022 06:19:00.000 GMT+0200,1.07493,1.07495,1.07492,1.07495,15.3
31.05.2022 06:20:00.000 GMT+0200,1.07495,1.07496,1.07479,1.07484,53.74
31.05.2022 06:21:00.000 GMT+0200,1.07483,1.07487,1.07482,1.07487,11.7
31.05.2022 06:22:00.000 GMT+0200,1.07487,1.07487,1.07475,1.07480,46.1
31.05.2022 06:23:00.000 GMT+0200,1.07479,1.07479,1.07474,1.07474,18.9
31.05.2022 06:24:00.000 GMT+0200,1.07474,1.07474,1.07444,1.07444,58.81
31.05.2022 06:25:00.000 GMT+0200,1.07447,1.07458,1.07444,1.07452,89.37
31.05.2022 06:26:00.000 GMT+0200,1.07452,1.07466,1.07448,1.07466,105.84
31.05.2022 06:27:00.000 GMT+0200,1.07463,1.07463,1.07455,1.07461,37.65
31.05.2022 06:28:00.000 GMT+0200,1.07461,1.07472,1.07461,1.07472,71.28
31.05.2022 06:29:00.000 GMT+0200,1.07469,1.07474,1.07465,1.07474,56.54
31.05.2022 06:30:00.000 GMT+0200,1.07473,1.07475,1.07464,1.07469,66.94
31.05.2022 06:31:00.000 GMT+0200,1.07469,1.07476,1.07469,1.07473,36.96
31.05.2022 06:32:00.000 GMT+0200,1.07473,1.07473,1.07455,1.07456,46.14
31.05.2022 06:33:00.000 GMT+0200,1.07455,1.07461,1.07455,1.07461,25.2
31.05.2022 06:34:00.000 GMT+0200,1.07465,1.07470,1.07465,1.07468,106.65
31.05.2022 06:35:00.000 GMT+0200,1.07468,1.07468,1.07451,1.07458,69.86
31.05.2022 06:36:00.000 GMT+0200,1.07457,1.07469,1.07457,1.07467,38.19
31.05.2022 06:37:00.000 GMT+0200,1.07464,1.07464,1.07450,1.07451,35.87
31.05.2022 06:38:00.000 GMT+0200,1.07451,1.07456,1.07451,1.07454,28.74
31.05.2022 06:39:00.000 GMT+0200,1.07453,1.07461,1.07453,1.07460,14.4
31.05.2022 06:40:00.000 GMT+0200,1.07461,1.07468,1.07461,1.07464,32.36
31.05.2022 06:41:00.000 GMT+0200,1.07465,1.07466,1.07460,1.07460,50.94
31.05.2022 06:42:00.000 GMT+0200,1.07461,1.07469,1.07461,1.07469,25.2
31.05.2022 06:43:00.000 GMT+0200,1.07471,1.07474,1.07469,1.07471,24.42
31.05.2022 06:44:00.000 GMT+0200,1.07472,1.07473,1.07465,1.07465,19.35
31.05.2022 06:45:00.000 GMT+0200,1.07465,1.07468,1.07460,1.07460,34.29
31.05.2022 06:46:00.000 GMT+0200,1.07462,1.07462,1.07451,1.07452,31.83
31.05.2022 06:47:00.000 GMT+0200,1.07454,1.07455,1.07448,1.07450,17.1
31.05.2022 06:48:00.000 GMT+0200,1.07450,1.07450,1.07450,1.07450,0.9
31.05.2022 06:49:00.000 GMT+0200,1.07454,1.07458,1.07452,1.07457,24.3
31.05.2022 06:50:00.000 GMT+0200,1.07459,1.07465,1.07459,1.07465,9.9
31.05.2022 06:51:00.000 GMT+0200,1.07465,1.07467,1.07464,1.07465,19.8
31.05.2022 06:52:00.000 GMT+0200,1.07466,1.07470,1.07462,1.07462,23.33
31.05.2022 06:53:00.000 GMT+0200,1.07461,1.07470,1.07461,1.07468,21.24
31.05.2022 06:54:00.000 GMT+0200,1.07467,1.07467,1.07461,1.07462,18.09
31.05.2022 06:55:00.000 GMT+0200,1.07463,1.07463,1.07456,1.07456,22.68
31.05.2022 06:56:00.000 GMT+0200,1.07456,1.07456,1.07455,1.07455,5.4
31.05.2022 06:57:00.000 GMT+0200,1.07453,1.07455,1.07450,1.07452,18.54
31.05.2022 06:58:00.000 GMT+0200,1.07450,1.07450,1.07443,1.07444,29.75
31.05.2022 06:59:00.000 GMT+0200,1.07444,1.07446,1.07436,1.07446,32.56
31.05.2022 07:00:00.000 GMT+0200,1.07446,1.07461,1.07446,1.07456,24.48
31.05.2022 07:01:00.000 GMT+0200,1.07457,1.07461,1.07455,1.07456,23.98
31.05.2022 07:02:00.000 GMT+0200,1.07455,1.07460,1.07455,1.07456,21.78
31.05.2022 07:03:00.000 GMT+0200,1.07455,1.07456,1.07450,1.07451,25.25
31.05.2022 07:04:00.000 GMT+0200,1.07451,1.07457,1.07450,1.07457,14.67
31.05.2022 07:05:00.000 GMT+0200,1.07456,1.07481,1.07455,1.07481,61.2
31.05.2022 07:06:00.000 GMT+0200,1.07481,1.07481,1.07470,1.07472,38.88
31.05.2022 07:07:00.000 GMT+0200,1.07472,1.07481,1.07472,1.07477,35.55
31.05.2022 07:08:00.000 GMT+0200,1.07477,1.07490,1.07476,1.07489,53.85
31.05.2022 07:09:00.000 GMT+0200,1.07488,1.07488,1.07482,1.07482,37.89
31.05.2022 07:10:00.000 GMT+0200,1.07482,1.07487,1.07480,1.07481,44.7
31.05.2022 07:11:00.000 GMT+0200,1.07482,1.07496,1.07482,1.07494,86.55
31.05.2022 07:12:00.000 GMT+0200,1.07493,1.07496,1.07489,1.07491,75.21
31.05.2022 07:13:00.000 GMT+0200,1.07492,1.07505,1.07491,1.07504,43.8
31.05.2022 07:14:00.000 GMT+0200,1.07504,1.07518,1.07504,1.07508,90.74
31.05.2022 07:15:00.000 GMT+0200,1.07511,1.07524,1.07510,1.07522,49.86
31.05.2022 07:16:00.000 GMT+0200,1.07521,1.07521,1.07511,1.07518,45.74
31.05.2022 07:17:00.000 GMT+0200,1.07517,1.07518,1.07513,1.07515,23.67
31.05.2022 07:18:00.000 GMT+0200,1.07517,1.07523,1.07515,1.07522,48.6
31.05.2022 07:19:00.000 GMT+0200,1.07521,1.07527,1.07516,1.07516,49.57
31.05.2022 07:20:00.000 GMT+0200,1.07516,1.07517,1.07503,1.07504,31.99
31.05.2022 07:21:00.000 GMT+0200,1.07503,1.07503,1.07497,1.07501,15.3
31.05.2022 07:22:00.000 GMT+0200,1.07503,1.07513,1.07503,1.07511,40.5
31.05.2022 07:23:00.000 GMT+0200,1.07510,1.07510,1.07497,1.07498,119.52
31.05.2022 07:24:00.000 GMT+0200,1.07499,1.07501,1.07497,1.07498,63.27
31.05.2022 07:25:00.000 GMT+0200,1.07500,1.07509,1.07500,1.07502,77.36
31.05.2022 07:26:00.000 GMT+0200,1.07501,1.07502,1.07496,1.07496,31.22
31.05.2022 07:27:00.000 GMT+0200,1.07497,1.07507,1.07494,1.07506,42.54
31.05.2022 07:28:00.000 GMT+0200,1.07507,1.07509,1.07500,1.07500,55.58
31.05.2022 07:29:00.000 GMT+0200,1.07501,1.07502,1.07497,1.07501,24.92
31.05.2022 07:30:00.000 GMT+0200,1.07499,1.07507,1.07497,1.07502,60.71
31.05.2022 07:31:00.000 GMT+0200,1.07501,1.07512,1.07501,1.07509,20.43
31.05.2022 07:32:00.000 GMT+0200,1.07509,1.07515,1.07503,1.07510,46.25
31.05.2022 07:33:00.000 GMT+0200,1.07510,1.07524,1.07509,1.07523,46.29
31.05.2022 07:34:00.000 GMT+0200,1.07526,1.07543,1.07526,1.07532,93.82
31.05.2022 07:35:00.000 GMT+0200,1.07532,1.07542,1.07528,1.07530,52.62
31.05.2022 07:36:00.000 GMT+0200,1.07531,1.07531,1.07522,1.07525,49.5
31.05.2022 07:37:00.000 GMT+0200,1.07527,1.07534,1.07527,1.07533,41.52
31.05.2022 07:38:00.000 GMT+0200,1.07533,1.07533,1.07527,1.07527,60.23
31.05.2022 07:39:00.000 GMT+0200,1.07530,1.07534,1.07527,1.07527,24.93
31.05.2022 07:40:00.000 GMT+0200,1.07524,1.07527,1.07522,1.07526,15.28
31.05.2022 07:41:00.000 GMT+0200,1.07526,1.07527,1.07519,1.07527,30.18
31.05.2022 07:42:00.000 GMT+0200,1.07527,1.07527,1.07524,1.07525,42.45
31.05.2022 07:43:00.000 GMT+0200,1.07525,1.07551,1.07523,1.07547,44.1
31.05.2022 07:44:00.000 GMT+0200,1.07546,1.07546,1.07519,1.07523,113.18
31.05.2022 07:45:00.000 GMT+0200,1.07525,1.07534,1.07512,1.07527,131.29
31.05.2022 07:46:00.000 GMT+0200,1.07522,1.07522,1.07498,1.07499,170.06
31.05.2022 07:47:00.000 GMT+0200,1.07499,1.07503,1.07494,1.07498,61.91
31.05.2022 07:48:00.000 GMT+0200,1.07497,1.07502,1.07497,1.07502,63.78
31.05.2022 07:49:00.000 GMT+0200,1.07502,1.07504,1.07498,1.07502,58.64
31.05.2022 07:50:00.000 GMT+0200,1.07502,1.07513,1.07502,1.07513,16.92
31.05.2022 07:51:00.000 GMT+0200,1.07512,1.07516,1.07505,1.07505,25.42
31.05.2022 07:52:00.000 GMT+0200,1.07506,1.07508,1.07501,1.07505,46
31.05.2022 07:53:00.000 GMT+0200,1.07506,1.07507,1.07506,1.07506,8.28
31.05.2022 07:54:00.000 GMT+0200,1.07506,1.07506,1.07488,1.07489,96.74
31.05.2022 07:55:00.000 GMT+0200,1.07487,1.07487,1.07475,1.07479,125.05
31.05.2022 07:56:00.000 GMT+0200,1.07479,1.07480,1.07460,1.07473,117.98
31.05.2022 07:57:00.000 GMT+0200,1.07472,1.07475,1.07452,1.07452,101.96
31.05.2022 07:58:00.000 GMT+0200,1.07451,1.07466,1.07447,1.07464,212.28
31.05.2022 07:59:00.000 GMT+0200,1.07463,1.07463,1.07449,1.07455,162.89
31.05.2022 08:00:00.000 GMT+0200,1.07457,1.07469,1.07452,1.07462,139.64
31.05.2022 08:01:00.000 GMT+0200,1.07460,1.07483,1.07455,1.07476,96.32
31.05.2022 08:02:00.000 GMT+0200,1.07477,1.07489,1.07476,1.07481,125.22
31.05.2022 08:03:00.000 GMT+0200,1.07481,1.07481,1.07464,1.07467,125.81
31.05.2022 08:04:00.000 GMT+0200,1.07467,1.07472,1.07450,1.07450,77.63
31.05.2022 08:05:00.000 GMT+0200,1.07451,1.07460,1.07450,1.07459,79.38
31.05.2022 08:06:00.000 GMT+0200,1.07461,1.07480,1.07461,1.07474,106.97
31.05.2022 08:07:00.000 GMT+0200,1.07474,1.07476,1.07451,1.07457,90.54
31.05.2022 08:08:00.000 GMT+0200,1.07458,1.07467,1.07447,1.07449,247.49
31.05.2022 08:09:00.000 GMT+0200,1.07450,1.07468,1.07450,1.07458,221.7
31.05.2022 08:10:00.000 GMT+0200,1.07460,1.07469,1.07451,1.07452,191.49
31.05.2022 08:11:00.000 GMT+0200,1.07452,1.07456,1.07441,1.07453,195.37
31.05.2022 08:12:00.000 GMT+0200,1.07452,1.07458,1.07447,1.07456,162.03
31.05.2022 08:13:00.000 GMT+0200,1.07455,1.07477,1.07453,1.07476,61.85
31.05.2022 08:14:00.000 GMT+0200,1.07477,1.07514,1.07470,1.07510,184.19
31.05.2022 08:15:00.000 GMT+0200,1.07510,1.07512,1.07503,1.07508,118.82
31.05.2022 08:16:00.000 GMT+0200,1.07507,1.07511,1.07480,1.07486,103.91
31.05.2022 08:17:00.000 GMT+0200,1.07486,1.07488,1.07424,1.07428,212.02
31.05.2022 08:18:00.000 GMT+0200,1.07427,1.07439,1.07411,1.07422,174.68
31.05.2022 08:19:00.000 GMT+0200,1.07425,1.07464,1.07425,1.07461,87.69
31.05.2022 08:20:00.000 GMT+0200,1.07458,1.07458,1.07412,1.07414,137.37
31.05.2022 08:21:00.000 GMT+0200,1.07420,1.07427,1.07412,1.07420,151.9
31.05.2022 08:22:00.000 GMT+0200,1.07420,1.07436,1.07417,1.07432,77.8
31.05.2022 08:23:00.000 GMT+0200,1.07431,1.07435,1.07420,1.07435,72.33
31.05.2022 08:24:00.000 GMT+0200,1.07434,1.07435,1.07403,1.07410,116.03
31.05.2022 08:25:00.000 GMT+0200,1.07409,1.07414,1.07386,1.07388,304.92
31.05.2022 08:26:00.000 GMT+0200,1.07390,1.07409,1.07388,1.07404,157.26
31.05.2022 08:27:00.000 GMT+0200,1.07405,1.07416,1.07403,1.07410,172.47
31.05.2022 08:28:00.000 GMT+0200,1.07410,1.07410,1.07386,1.07390,106.96
31.05.2022 08:29:00.000 GMT+0200,1.07389,1.07429,1.07389,1.07420,161.57
31.05.2022 08:30:00.000 GMT+0200,1.07419,1.07442,1.07417,1.07427,246.74
31.05.2022 08:31:00.000 GMT+0200,1.07427,1.07429,1.07418,1.07418,102.17
31.05.2022 08:32:00.000 GMT+0200,1.07417,1.07434,1.07415,1.07427,128.63
31.05.2022 08:33:00.000 GMT+0200,1.07428,1.07434,1.07423,1.07425,204.33
31.05.2022 08:34:00.000 GMT+0200,1.07426,1.07431,1.07406,1.07407,289.15
31.05.2022 08:35:00.000 GMT+0200,1.07405,1.07409,1.07382,1.07388,274.96
31.05.2022 08:36:00.000 GMT+0200,1.07390,1.07401,1.07375,1.07380,214.35
31.05.2022 08:37:00.000 GMT+0200,1.07379,1.07388,1.07375,1.07381,162.64
31.05.2022 08:38:00.000 GMT+0200,1.07379,1.07381,1.07371,1.07379,79.99
31.05.2022 08:39:00.000 GMT+0200,1.07379,1.07380,1.07357,1.07365,218.64
31.05.2022 08:40:00.000 GMT+0200,1.07366,1.07372,1.07356,1.07371,113.12
31.05.2022 08:41:00.000 GMT+0200,1.07371,1.07386,1.07367,1.07372,98.3
31.05.2022 08:42:00.000 GMT+0200,1.07373,1.07380,1.07367,1.07379,83.25
31.05.2022 08:43:00.000 GMT+0200,1.07378,1.07389,1.07378,1.07389,116.65
31.05.2022 08:44:00.000 GMT+0200,1.07388,1.07404,1.07382,1.07402,204.96
31.05.2022 08:45:00.000 GMT+0200,1.07400,1.07403,1.07364,1.07375,165.27
31.05.2022 08:46:00.000 GMT+0200,1.07374,1.07394,1.07364,1.07370,280.84
31.05.2022 08:47:00.000 GMT+0200,1.07369,1.07369,1.07348,1.07360,156.78
31.05.2022 08:48:00.000 GMT+0200,1.07359,1.07359,1.07291,1.07306,289.09
31.05.2022 08:49:00.000 GMT+0200,1.07305,1.07321,1.07305,1.07311,190.47
31.05.2022 08:50:00.000 GMT+0200,1.07311,1.07325,1.07303,1.07318,147.03
31.05.2022 08:51:00.000 GMT+0200,1.07317,1.07337,1.07317,1.07328,79.65
31.05.2022 08:52:00.000 GMT+0200,1.07331,1.07339,1.07302,1.07304,175.09
31.05.2022 08:53:00.000 GMT+0200,1.07303,1.07308,1.07293,1.07307,113.51
31.05.2022 08:54:00.000 GMT+0200,1.07308,1.07320,1.07305,1.07308,297.71
31.05.2022 08:55:00.000 GMT+0200,1.07308,1.07316,1.07275,1.07290,219.57
31.05.2022 08:56:00.000 GMT+0200,1.07292,1.07311,1.07287,1.07308,84.44
31.05.2022 08:57:00.000 GMT+0200,1.07309,1.07318,1.07302,1.07314,135.85
31.05.2022 08:58:00.000 GMT+0200,1.07316,1.07363,1.07313,1.07354,151.96
31.05.2022 08:59:00.000 GMT+0200,1.07354,1.07357,1.07328,1.07337,174.1
31.05.2022 09:00:00.000 GMT+0200,1.07335,1.07380,1.07335,1.07369,268.37
31.05.2022 09:01:00.000 GMT+0200,1.07368,1.07376,1.07359,1.07367,175.47
31.05.2022 09:02:00.000 GMT+0200,1.07367,1.07373,1.07347,1.07358,342.26
31.05.2022 09:03:00.000 GMT+0200,1.07357,1.07380,1.07352,1.07374,471.09
31.05.2022 09:04:00.000 GMT+0200,1.07373,1.07414,1.07373,1.07402,204.54
31.05.2022 09:05:00.000 GMT+0200,1.07401,1.07405,1.07369,1.07369,571.93
31.05.2022 09:06:00.000 GMT+0200,1.07371,1.07377,1.07363,1.07368,414.87
31.05.2022 09:07:00.000 GMT+0200,1.07365,1.07405,1.07362,1.07392,256.78
31.05.2022 09:08:00.000 GMT+0200,1.07393,1.07417,1.07393,1.07413,185.22
31.05.2022 09:09:00.000 GMT+0200,1.07415,1.07477,1.07414,1.07476,246.15
31.05.2022 09:10:00.000 GMT+0200,1.07475,1.07481,1.07447,1.07453,280.57
31.05.2022 09:11:00.000 GMT+0200,1.07452,1.07472,1.07447,1.07465,161.9
31.05.2022 09:12:00.000 GMT+0200,1.07467,1.07472,1.07459,1.07467,106.64
31.05.2022 09:13:00.000 GMT+0200,1.07468,1.07470,1.07429,1.07429,246.81
31.05.2022 09:14:00.000 GMT+0200,1.07430,1.07438,1.07407,1.07412,154.4
31.05.2022 09:15:00.000 GMT+0200,1.07415,1.07441,1.07413,1.07439,176.32
31.05.2022 09:16:00.000 GMT+0200,1.07436,1.07436,1.07387,1.07389,162.16
31.05.2022 09:17:00.000 GMT+0200,1.07389,1.07394,1.07369,1.07374,177.54
31.05.2022 09:18:00.000 GMT+0200,1.07375,1.07394,1.07374,1.07382,121.96
31.05.2022 09:19:00.000 GMT+0200,1.07385,1.07466,1.07385,1.07464,274.52
31.05.2022 09:20:00.000 GMT+0200,1.07464,1.07474,1.07450,1.07474,186.94
31.05.2022 09:21:00.000 GMT+0200,1.07472,1.07475,1.07450,1.07454,246.52
31.05.2022 09:22:00.000 GMT+0200,1.07454,1.07455,1.07407,1.07411,427.58
31.05.2022 09:23:00.000 GMT+0200,1.07413,1.07432,1.07412,1.07428,193.56
31.05.2022 09:24:00.000 GMT+0200,1.07428,1.07438,1.07416,1.07425,191.3
31.05.2022 09:25:00.000 GMT+0200,1.07423,1.07434,1.07413,1.07433,216.13
31.05.2022 09:26:00.000 GMT+0200,1.07433,1.07437,1.07403,1.07405,179.22
31.05.2022 09:27:00.000 GMT+0200,1.07404,1.07428,1.07403,1.07428,218.89
31.05.2022 09:28:00.000 GMT+0200,1.07427,1.07431,1.07403,1.07404,211.26
31.05.2022 09:29:00.000 GMT+0200,1.07404,1.07438,1.07403,1.07432,130.73
31.05.2022 09:30:00.000 GMT+0200,1.07432,1.07446,1.07428,1.07441,171.53
31.05.2022 09:31:00.000 GMT+0200,1.07440,1.07447,1.07418,1.07425,205.82
31.05.2022 09:32:00.000 GMT+0200,1.07423,1.07469,1.07415,1.07457,137.56
31.05.2022 09:33:00.000 GMT+0200,1.07457,1.07457,1.07434,1.07434,247.98
31.05.2022 09:34:00.000 GMT+0200,1.07434,1.07439,1.07412,1.07417,305.31
31.05.2022 09:35:00.000 GMT+0200,1.07416,1.07433,1.07401,1.07426,264.81
31.05.2022 09:36:00.000 GMT+0200,1.07428,1.07448,1.07424,1.07446,126.03
31.05.2022 09:37:00.000 GMT+0200,1.07447,1.07448,1.07410,1.07410,184.65
31.05.2022 09:38:00.000 GMT+0200,1.07408,1.07428,1.07408,1.07415,364.75
31.05.2022 09:39:00.000 GMT+0200,1.07417,1.07417,1.07370,1.07376,149.4
31.05.2022 09:40:00.000 GMT+0200,1.07375,1.07393,1.07375,1.07387,167.32
31.05.2022 09:41:00.000 GMT+0200,1.07388,1.07388,1.07364,1.07372,145.99
31.05.2022 09:42:00.000 GMT+0200,1.07371,1.07379,1.07368,1.07369,237.73
31.05.2022 09:43:00.000 GMT+0200,1.07369,1.07374,1.07354,1.07369,96.54
31.05.2022 09:44:00.000 GMT+0200,1.07369,1.07369,1.07351,1.07365,148.99
31.05.2022 09:45:00.000 GMT+0200,1.07365,1.07369,1.07353,1.07362,260.06
31.05.2022 09:46:00.000 GMT+0200,1.07362,1.07397,1.07360,1.07392,179.89
31.05.2022 09:47:00.000 GMT+0200,1.07392,1.07397,1.07374,1.07391,169.15
31.05.2022 09:48:00.000 GMT+0200,1.07391,1.07392,1.07368,1.07380,185.86
31.05.2022 09:49:00.000 GMT+0200,1.07381,1.07393,1.07379,1.07385,283.48
31.05.2022 09:50:00.000 GMT+0200,1.07386,1.07389,1.07382,1.07385,126.15
31.05.2022 09:51:00.000 GMT+0200,1.07384,1.07388,1.07362,1.07365,305.15
31.05.2022 09:52:00.000 GMT+0200,1.07367,1.07374,1.07345,1.07348,200.38
31.05.2022 09:53:00.000 GMT+0200,1.07350,1.07362,1.07350,1.07362,198.26
31.05.2022 09:54:00.000 GMT+0200,1.07362,1.07372,1.07356,1.07359,233.94
31.05.2022 09:55:00.000 GMT+0200,1.07356,1.07378,1.07345,1.07373,360.11
31.05.2022 09:56:00.000 GMT+0200,1.07371,1.07379,1.07360,1.07370,425.51
31.05.2022 09:57:00.000 GMT+0200,1.07371,1.07382,1.07351,1.07351,191.14
31.05.2022 09:58:00.000 GMT+0200,1.07352,1.07368,1.07351,1.07352,345.82
31.05.2022 09:59:00.000 GMT+0200,1.07351,1.07369,1.07351,1.07366,330.43
31.05.2022 10:00:00.000 GMT+0200,1.07365,1.07372,1.07346,1.07362,547.56
31.05.2022 10:01:00.000 GMT+0200,1.07361,1.07377,1.07357,1.07357,162.87
31.05.2022 10:02:00.000 GMT+0200,1.07358,1.07378,1.07356,1.07375,274.5
31.05.2022 10:03:00.000 GMT+0200,1.07373,1.07422,1.07371,1.07420,297.95
31.05.2022 10:04:00.000 GMT+0200,1.07420,1.07425,1.07407,1.07417,211.45
31.05.2022 10:05:00.000 GMT+0200,1.07417,1.07417,1.07379,1.07383,331.21
31.05.2022 10:06:00.000 GMT+0200,1.07383,1.07404,1.07375,1.07399,351.5
31.05.2022 10:07:00.000 GMT+0200,1.07401,1.07411,1.07374,1.07389,223.19
31.05.2022 10:08:00.000 GMT+0200,1.07390,1.07408,1.07384,1.07405,231.41
31.05.2022 10:09:00.000 GMT+0200,1.07405,1.07430,1.07405,1.07413,392.82
31.05.2022 10:10:00.000 GMT+0200,1.07413,1.07428,1.07409,1.07427,175.33
31.05.2022 10:11:00.000 GMT+0200,1.07425,1.07455,1.07416,1.07437,378.89
31.05.2022 10:12:00.000 GMT+0200,1.07438,1.07442,1.07418,1.07420,295.78
31.05.2022 10:13:00.000 GMT+0200,1.07417,1.07442,1.07414,1.07442,298.69
31.05.2022 10:14:00.000 GMT+0200,1.07440,1.07449,1.07430,1.07430,198.11
31.05.2022 10:15:00.000 GMT+0200,1.07431,1.07434,1.07412,1.07421,322.37
31.05.2022 10:16:00.000 GMT+0200,1.07422,1.07459,1.07421,1.07436,281.95
31.05.2022 10:17:00.000 GMT+0200,1.07439,1.07447,1.07424,1.07434,417.57
31.05.2022 10:18:00.000 GMT+0200,1.07435,1.07443,1.07435,1.07440,124.37
31.05.2022 10:19:00.000 GMT+0200,1.07440,1.07447,1.07429,1.07447,131.95
31.05.2022 10:20:00.000 GMT+0200,1.07448,1.07451,1.07415,1.07415,252.77
31.05.2022 10:21:00.000 GMT+0200,1.07413,1.07423,1.07409,1.07415,307.03
31.05.2022 10:22:00.000 GMT+0200,1.07417,1.07421,1.07409,1.07417,154.52
31.05.2022 10:23:00.000 GMT+0200,1.07416,1.07421,1.07410,1.07421,183.66
31.05.2022 10:24:00.000 GMT+0200,1.07420,1.07421,1.07410,1.07411,103.46
31.05.2022 10:25:00.000 GMT+0200,1.07413,1.07418,1.07408,1.07411,113.97
31.05.2022 10:26:00.000 GMT+0200,1.07409,1.07420,1.07385,1.07418,321.62
31.05.2022 10:27:00.000 GMT+0200,1.07416,1.07416,1.07393,1.07396,200.85
31.05.2022 10:28:00.000 GMT+0200,1.07395,1.07400,1.07389,1.07396,232.06
31.05.2022 10:29:00.000 GMT+0200,1.07399,1.07410,1.07396,1.07409,191.43
31.05.2022 10:30:00.000 GMT+0200,1.07409,1.07411,1.07395,1.07400,199.07
